"","Unique_ID","Name","Views","Comments","Likes","Popularity","Followers","Day_Stamp","Month_Stamp","Year_Stamp","Hour_Stamp","Min_Stamp","Sec_Stamp","songs.Genreall.music","songs.Genrealternativerock","songs.Genreambient","songs.Genreclassical","songs.Genrecountry","songs.Genredanceedm","songs.Genredeephouse","songs.Genredisco","songs.Genredrumbass","songs.Genredubstep","songs.Genreelectronic","songs.Genrefolksingersongwriter","songs.Genrehiphoprap","songs.Genreindie","songs.Genrelatin","songs.Genremetal","songs.Genrepop","songs.Genrerbsoul","songs.Genrereggaeton","songs.Genrerock","songs.Genretrap"
"664",1272560,681,73179,4.23410650459726,1935,3121,17356,30,6,2016,20,37,45,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"665",452761,339,51792,5.60947179518496,777,4308,106971,25,4,2016,13,58,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"671",39065,42,325941,4.69134788222914,5230,159,89886,6,12,2016,17,32,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"673",907992,531,67247,3.52636052461616,5800,4731,155645,28,10,2009,2,43,43,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"677",27180,27,3813816,5.08759633523238,1115,4161,131535,6,2,2014,15,1,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"690",1197004,645,62035,6.45990445437753,3250,53,67797,15,5,2016,17,12,32,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"695",1076715,599,97680,3.87120101090789,63,4707,45260,12,7,2012,21,37,54,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"696",82884,67,240903,3.40119738166216,1998,2080,10857,25,11,2014,5,7,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"699",1241846,661,54592,3.58351893845611,8374,4731,13413,18,4,2016,21,3,34,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"700",1114555,623,16598,4.60517018598809,6890,5651,142456,1,9,2017,14,18,33,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"705",247425,214,14282,6.46614472423762,82,4993,59027,10,9,2018,10,22,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"709",335754,273,66858,3.78418963391826,263,1126,26378,15,1,2015,17,46,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"715",564792,437,178342,6.44413125670044,1039,1241,151577,5,12,2018,18,0,17,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"716",691737,505,51008,4.27666611901606,771,2243,70837,10,10,2014,12,35,48,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"717",907577,531,25147,3.13549421592915,6710,1103,155645,20,4,2015,4,6,56,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"724",661879,495,74591,3.68887945411394,1878,2976,81613,10,5,2017,9,0,58,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"726",452517,339,23626,5.37527840768417,52,2973,106971,12,4,2018,14,30,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"732",138383,132,102535,3.8286413964891,2152,3705,20865,17,2,2017,15,13,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"737",564910,437,254987,5.82304589548302,8159,1641,151577,6,1,2015,16,1,15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"738",108450,98,24246,3.58351893845611,247,2077,74245,21,9,2018,17,43,56,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"744",1114751,623,2179,3.09104245335832,6701,1010,142456,2,10,2015,0,46,27,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"751",1173702,640,68291,4.54329478227,1389,4998,13297,28,12,2018,23,18,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"753",1544182,831,667899,3.97029191355212,1132,3120,163326,3,8,2018,4,0,54,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"755",446797,241,257335,5.16478597392351,1072,1637,16216,17,11,2017,17,53,25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"758",1568420,842,222828,5.80211837537706,6182,336,88927,22,2,2016,14,55,16,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"763",1270097,677,46275,4.02535169073515,991,2951,25108,13,4,2018,12,59,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"773",383924,311,95748,3.2188758248682,1688,2267,58988,17,5,2017,17,0,26,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"779",13890,208,61827,3.49650756146648,663,1170,131670,10,10,2017,8,16,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"781",1315888,699,21909,3.17805383034795,6872,5012,128788,19,12,2017,16,16,23,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"783",1392488,738,55209,3.40119738166216,2021,4234,49788,11,7,2018,16,59,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"784",1142332,637,44318,5.85507192220243,419,3098,6735,26,10,2017,16,10,50,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"785",1007106,565,53312,5.34233425196481,313,2106,49537,23,9,2016,14,52,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"787",221231,178,31947,4.26267987704132,9073,1210,141507,16,1,2015,17,40,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"788",1499481,801,46511,3.43398720448515,2199,3721,53398,20,4,2018,15,0,23,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"789",1139899,296,1653255,4.48863636973214,1080,370,16641,24,1,2019,2,18,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"793",111194,105,68548,3.2188758248682,777,2237,113060,15,11,2016,14,53,58,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"797",1499566,801,146163,4.48863636973214,5514,5679,53398,1,9,2016,17,40,35,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"800",414846,321,35048,3.58351893845611,9161,1212,119563,16,2,2016,17,57,26,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"801",294607,247,42332,4.51085950651685,770,2970,52808,23,10,2017,5,15,36,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"805",1568450,842,131980,4.47733681447821,1712,3733,88927,10,6,2013,13,58,50,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"806",416,5,83565,4.27666611901606,1595,3661,176252,28,5,2010,23,10,33,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"812",47934,49,2157373,4.20469261939097,2431,338,24958,26,6,2014,14,33,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"814",1419360,760,35215,3.49650756146648,310,2204,142334,21,8,2018,15,27,40,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"827",1361106,722,34610,3.25809653802148,7612,5386,192373,12,1,2015,15,25,32,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"833",1032432,574,102535,4.93447393313069,1736,4235,64073,2,2,2014,6,24,20,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"836",973000,558,68474,3.2188758248682,145,1075,103301,18,7,2016,21,47,48,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"838",1018410,567,1263073,5.19295685089021,3588,3631,174379,23,5,2015,9,43,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"840",164859,161,186956,4.35670882668959,3315,5665,62055,25,3,2014,15,56,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"844",377095,303,1919657,6.3456363608286,5983,5589,179817,6,2,2017,20,29,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"858",1032349,574,10318,3.2188758248682,2591,4640,64073,30,7,2014,13,33,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"862",246708,211,13394,3.09104245335832,2569,3032,3717,22,11,2018,0,45,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"864",212884,177,14088,3.04452243772342,3782,5410,29446,10,9,2014,9,52,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"866",241988,202,2816,4.17438726989564,1056,4640,6084,5,8,2018,18,45,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"869",1466164,784,37328,3.55534806148941,230,5055,53681,18,4,2017,17,3,30,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"870",1364844,728,80462,5.8348107370626,1454,3737,115213,22,5,2016,19,16,34,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"872",661979,495,60091,4.54329478227,1486,3117,81613,7,6,2016,8,56,23,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"873",308435,251,36222,3.43398720448515,45,1206,14615,21,9,2018,18,1,26,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"877",448377,333,226553,3.2188758248682,2227,2143,82619,28,12,2014,15,2,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"882",1114610,623,15094,3.89182029811063,5902,4664,142456,27,3,2017,14,4,30,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"885",1196979,645,5340,4.65396035015752,2626,1051,67797,11,6,2016,17,55,31,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"886",524803,795,1267457,5.88332238848828,1341,368,117246,14,1,2018,15,52,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"894",220838,178,61293,4.47733681447821,3983,4744,141507,27,7,2018,18,46,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"895",691780,505,16596,3.93182563272433,3831,2186,70837,2,1,2012,8,44,53,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"905",287763,236,21333,4.99043258677874,9187,3027,57080,26,12,2017,14,53,56,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"909",13848,208,78859,3.04452243772342,1524,1143,131670,15,2,2018,15,17,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"911",574520,451,2595056,3.98898404656427,5820,433,183420,27,6,2017,0,19,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"917",661957,495,20381,3.09104245335832,7661,1071,81613,1,9,2016,14,49,40,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"919",220965,178,309165,5.33753807970132,1103,1893,141507,2,6,2017,16,42,35,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"922",438102,328,429058,5.08759633523238,8611,372,152245,21,10,2016,15,32,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"923",571805,448,49200,4.17438726989564,9108,1031,8929,3,5,2017,21,47,54,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"926",153690,405,13906,3.43398720448515,2494,5012,19806,10,5,2015,18,13,44,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"928",221189,178,33490,3.93182563272433,260,2267,141507,22,6,2015,18,15,56,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"932",948551,543,2511774,5.75257263882563,3705,1656,1467,4,11,2012,18,36,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"934",414008,321,17065,3.17805383034795,5827,4998,119563,25,11,2017,19,0,34,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"935",463773,628,93671,4.12713438504509,1526,3081,195064,27,11,2015,20,24,36,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"946",621211,470,6975,3.17805383034795,2630,5038,9923,21,8,2017,17,4,36,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"952",287711,236,24123,5.17048399503815,114,3008,57080,15,8,2018,15,9,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"955",1079123,602,413089,4.89034912822175,1071,5056,12124,12,10,2018,15,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"958",388,5,330590,5.79301360838414,1066,1981,176252,17,6,2015,17,42,45,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"960",437996,328,19078,3.87120101090789,321,2182,152245,15,2,2019,16,48,39,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"963",415026,321,17528,3.13549421592915,4819,5616,119563,19,8,2015,15,51,19,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"966",1322975,713,7768,4.86753445045558,3691,1031,87682,7,12,2016,11,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"967",1543051,829,32590,3.73766961828337,8452,1187,52573,30,4,2014,13,39,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"970",1078043,601,340550,3.43398720448515,4088,4279,177856,17,5,2014,23,10,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"971",1466238,784,64773,3.68887945411394,607,3014,53681,26,4,2016,15,47,49,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"972",352351,288,75589,4.66343909411207,754,3042,38674,29,6,2016,16,58,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"978",1114671,623,7995,4.14313472639153,5901,2953,142456,23,7,2016,18,4,40,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"981",661495,494,262221,5.8171111599632,1035,522,30057,18,6,2018,14,44,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"983",1493116,800,68841,5.86929691313377,1896,4743,14019,29,6,2018,18,12,33,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"984",1111796,618,15046,3.25809653802148,5809,2977,9263,20,10,2018,11,16,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"988",525600,408,409363,5.19849703126583,8630,1383,185989,9,3,2015,18,34,40,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"990",452566,339,23969,5.48893772615669,88,2974,106971,14,12,2017,14,44,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"993",257224,197,187307,3.76120011569356,5664,3010,47883,5,9,2018,15,6,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"998",564899,437,915549,5.35658627467201,1313,3624,151577,17,7,2015,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1003",518898,398,121562,4.66343909411207,561,2222,135025,1,2,2012,22,17,26,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1006",403500,312,119576,4.49980967033027,1804,1051,18055,2,9,2018,22,55,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"1009",1079603,603,10292,3.80666248977032,9097,1215,13007,22,5,2011,11,48,58,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1015",459866,563,36359,4.54329478227,224,2969,29360,11,5,2016,20,25,34,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1018",452439,339,44597,5.71702770140622,916,3779,106971,13,11,2018,15,39,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1026",509490,386,1307659,4.76217393479776,2340,4407,73160,12,11,2015,17,20,57,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1028",1017964,566,114450,3.97029191355212,3451,4676,25891,31,8,2018,16,51,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1032",24348,781,11563,3.58351893845611,2597,4678,1234,6,2,2018,4,12,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"1033",1027800,643,35429,3.2188758248682,89,1141,196556,30,10,2014,20,20,54,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1034",1403804,747,30809,3.29583686600433,1180,1128,127475,7,7,2011,5,51,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1038",39061,42,309483,5.88610403145016,6572,608,89886,19,4,2017,13,44,15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1039",289748,237,56481,3.76120011569356,834,5678,82415,14,12,2018,17,47,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1040",1007127,565,71579,4.84418708645859,676,2196,49537,29,4,2016,14,57,21,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"1043",1233258,656,7494,3.91202300542815,1108,985,57921,1,10,2014,11,55,39,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1045",1432352,765,32068,3.85014760171006,280,2204,76211,4,10,2016,16,29,58,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1050",39062,42,156918,4.00733318523247,2973,4650,89886,3,4,2017,16,18,31,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1053",235294,187,42100,3.97029191355212,520,2119,7516,8,6,2018,20,28,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"1057",145174,139,37213,3.95124371858143,34,1207,118741,21,8,2015,14,0,26,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1059",568868,447,199313,3.25809653802148,760,1079,134096,3,6,2014,3,20,25,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1063",539297,414,8716,3.58351893845611,6834,1052,165268,10,10,2018,9,51,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1064",1419370,760,30167,3.71357206670431,290,2161,142334,15,7,2018,15,28,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1070",80664,61,48749,3.2188758248682,8329,1116,48016,20,11,2013,9,15,48,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1071",350869,284,26717,3.17805383034795,6877,998,1087,7,9,2018,15,39,53,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1072",257270,197,147612,3.09104245335832,3575,3044,47883,20,9,2017,17,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"1078",1533162,812,19475,4.39444915467244,360,3678,11645,30,7,2018,15,45,59,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1083",1120277,624,161800,4.54329478227,1701,1,70299,1,1,2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"1084",452638,339,35531,5.75257263882563,800,4306,106971,11,5,2017,14,15,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1090",1127679,626,94133,4.4188406077966,4694,5676,115962,25,1,2019,18,4,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1093",294885,247,30516,3.71357206670431,9141,1125,52808,12,5,2014,17,17,26,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"1098",384006,311,80383,4.24849524204936,795,2969,58988,25,5,2016,19,10,39,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1100",1243486,662,37261,3.2188758248682,18,2101,38858,23,12,2014,16,8,26,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1102",289761,237,75733,4.24849524204936,1777,82,82415,15,10,2018,11,29,31,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1104",1229354,649,146390,5.79301360838414,5244,5682,154824,2,2,2016,20,0,45,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1109",164856,161,49428,4.11087386417331,199,3081,62055,20,6,2014,18,52,41,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1114",108042,96,17072,4.58496747867057,8333,5651,14538,3,4,2017,20,22,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1116",592995,456,290041,3.36729582998647,7171,4307,121611,6,9,2017,20,50,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1118",1018350,567,260873,4.62497281328427,7398,438,174379,27,1,2017,17,55,39,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1120",383908,311,58863,3.09104245335832,790,2177,58988,30,10,2017,16,0,16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1131",1076724,599,41446,4.00733318523247,5835,3071,45260,22,5,2012,22,2,21,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1137",294592,247,26551,4.34380542185368,321,2163,52808,4,12,2017,12,7,42,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"1141",1243456,662,54923,3.95124371858143,461,3024,38858,8,5,2015,12,56,54,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1142",1018245,567,15144,3.29583686600433,6896,1004,174379,28,1,2019,10,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1152",106035,95,30685,3.97029191355212,492,2101,116794,10,10,2018,17,22,43,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1153",1139894,296,1231680,3.97029191355212,8343,22,16641,24,1,2019,2,20,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1157",1548102,832,171370,3.58351893845611,3056,3775,20822,1,3,2017,14,25,59,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1162",34491,37,82415,3.85014760171006,642,2083,17728,21,3,2016,2,21,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1163",458836,256,805763,4.68213122712422,1132,1318,151500,14,9,2016,14,45,16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1165",232980,179,45007,4.07753744390572,3510,5029,30037,21,12,2018,19,52,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1168",511267,391,9140,3.91202300542815,8377,1076,66749,8,1,2019,22,13,25,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1172",948716,544,47135,4.18965474202643,6894,3079,1783,22,10,2018,18,7,32,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1187",1079586,603,4703,3.25809653802148,4948,3123,13007,4,12,2011,16,47,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1191",1272162,680,12237,3.66356164612965,5809,5605,5365,7,3,2018,5,22,59,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1192",913592,532,393902,5.75574221358691,1101,1669,76896,10,4,2017,15,48,25,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1199",352724,289,24860,4.21950770517611,5850,5627,17346,21,11,2013,18,16,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1206",1208239,648,101459,3.04452243772342,3546,5035,39899,17,9,2015,0,33,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1214",383903,311,56013,3.66356164612965,869,2985,58988,27,4,2018,4,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1216",1471529,469,38763,4.18965474202643,772,2122,29577,23,5,2018,10,40,39,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1239",137470,131,78932,4.47733681447821,1459,4221,109236,21,3,2014,21,14,18,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1247",1264772,674,1294542,5.25227342804663,2610,858,46295,3,5,2017,7,28,30,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1261",285619,233,198565,3.29583686600433,6596,239,17700,7,2,2017,21,47,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"1262",1018247,567,35390,3.55534806148941,600,2949,174379,18,1,2019,18,31,43,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1267",1531919,817,378381,5.12989871492307,5577,5052,146569,18,7,2016,20,15,21,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1274",1139086,632,33162,3.36729582998647,130,2117,61261,21,10,2014,8,26,45,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1285",661946,495,12406,3.3322045101752,5884,998,81613,27,10,2016,15,4,28,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1296",92586,78,189653,3.97029191355212,5585,54,157004,12,6,2015,14,27,40,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1299",684165,501,40173,4.97673374242057,1515,3761,36437,25,1,2017,4,43,39,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1300",350991,285,14576,3.13549421592915,5777,5422,16805,21,12,2017,14,23,54,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1306",308583,252,405535,5.10594547390058,8844,826,192024,24,1,2015,22,24,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1307",616677,460,163605,3.76120011569356,2850,2205,31088,10,8,2018,19,12,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1309",103786,93,115898,3.93182563272433,1409,3699,201165,5,1,2015,19,40,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
